order_item_id,order_id,product_id,quantity
4824,5808,825,4
4825,4257,700,3
4826,8627,978,1
4827,7942,426,4
4828,5119,548,4
4829,8482,306,1
4830,3701,559,2
4831,1949,184,4
4832,7139,48,4
4833,8779,792,2
4834,3220,359,3
4835,8859,181,2
4836,4197,372,2
4837,4702,846,1
4838,6339,894,1
4839,3097,902,3
4840,4069,317,1
4841,7983,435,3
4842,5103,418,1
4843,4294,102,1
4844,9482,672,1
4845,535,670,1
4846,4799,690,4
4847,3644,582,1
4848,2776,849,2
4849,5135,533,3
4850,4616,574,1
4851,1623,138,4
4852,7780,76,2
4853,7249,502,1
4854,5271,395,3
4855,3189,848,1
4856,9678,99,4
4857,4617,278,4
4858,9338,932,3
4859,230,935,1
4860,3151,30,2
4861,2730,580,1
4862,6593,268,1
4863,9913,633,4
4864,5338,570,3
4865,540,159,2
4866,7612,431,3
4867,5275,130,4
4868,5227,569,4
4869,2122,538,1
4870,2763,244,4
4871,5247,430,2
4872,6784,45,1
4873,9084,9,3
4874,9497,557,1
4875,1969,884,1
4876,114,716,2
4877,1,1,3
4878,3197,468,2
4879,8949,996,4
4880,8584,754,4
4881,2626,805,2
4882,838,931,2
4883,166,466,1
4884,1007,880,1
4885,6949,585,2
4886,2725,210,4
4887,6201,968,4
4888,2742,116,3
4889,4410,71,3
4890,1111,999,1
4891,7297,3,2
4892,7444,752,2
4893,2731,852,3
4894,2535,679,4
4895,3550,341,2
4896,5020,598,2
4897,6398,206,4
4898,4413,631,3
4899,5754,624,1
4900,869,625,2
4901,3764,963,2
4902,5890,372,3
4903,7464,866,2
4904,8446,666,2
4905,4302,410,2
4906,8449,836,1
4907,7122,84,1
4908,5737,329,4
4909,5992,213,1
4910,2451,602,4
4911,1414,279,1
4912,9990,305,1
4913,7023,480,3
4914,2570,668,1
4915,3066,476,1
4916,4503,337,3
4917,8871,83,1
4918,9215,976,1
4919,7754,642,2
4920,8411,287,3
4921,8456,309,4
4922,4432,601,3
4923,704,862,1
4924,9443,890,2
4925,6896,189,4
4926,5679,753,1
4927,8082,673,2
4928,351,849,1
4929,9134,654,1
4930,5825,468,1
4931,1317,584,4
4932,4674,885,2
4933,5273,458,3
4934,2407,674,2
4935,5410,353,3
4936,6909,513,1
4937,8966,275,4
4938,9827,747,1
4939,24,107,3
4940,9210,114,2
4941,3459,390,2
4942,4477,721,2
4943,4808,636,3
4944,7922,695,1
4945,77,139,3
4946,1903,586,1
4947,6442,918,4
4948,2278,316,3
4949,6963,52,3
4950,7751,706,4
4951,2611,858,3
4952,8728,491,4
4953,4733,470,4
4954,3979,976,1
4955,8707,218,3
4956,7201,136,1
4957,1549,880,1
4958,606,734,4
4959,4094,274,4
4960,5037,643,1
4961,8273,15,3
4962,2206,47,2
4963,2571,200,1
4964,5178,800,4
4965,5641,468,2
4966,3520,796,4
4967,9098,794,2
4968,8213,870,4
4969,6196,353,4
4970,5897,746,3
4971,5686,143,3
4972,8339,424,3
4973,6295,898,3
4974,401,743,4
4975,6300,274,4
4976,8604,172,4
4977,5078,896,4
4978,1828,230,1
4979,841,56,2
4980,5627,361,3
4981,6639,657,3
4982,5580,869,2
4983,3911,293,4
4984,8352,358,2
4985,9585,272,3
4986,4716,467,1
4987,4697,838,1
4988,5102,381,1
4989,5390,683,4
4990,3474,784,2
4991,7904,42,4
4992,9886,932,3
4993,1736,874,1
4994,8562,107,4
4995,1977,203,4
4996,5964,671,3
4997,5337,578,3
4998,2680,183,1
4999,3129,253,2
5000,4732,79,4
5001,7570,737,1
5002,1327,533,1
5003,1769,731,4
5004,7234,714,4
5005,4826,964,2
5006,6210,53,3
5007,8938,639,1
5008,9718,533,3
5009,9890,159,4
5010,1628,265,2
5011,6810,588,3
5012,7706,259,2
5013,5010,795,4
5014,6397,714,2
5015,8285,428,1
5016,6406,648,1
5017,8626,682,4
5018,7527,393,3
5019,5184,537,1
5020,8842,300,2
5021,1332,809,4
5022,5212,167,1
5023,7325,858,1
5024,454,881,3
5025,3174,680,1
5026,2199,430,1
5027,6071,327,4
5028,4902,64,2
5029,8709,771,3
5030,5506,637,3
5031,8811,781,4
5032,6938,587,3
5033,6134,579,1
5034,2795,426,1
5035,3722,36,4
5036,8494,248,4
5037,3436,112,2
5038,5711,596,3
5039,1788,176,2
5040,4288,336,2
5041,3307,181,3
5042,8460,58,2
5043,4735,356,3
5044,8192,80,1
5045,6279,184,4
5046,4424,790,2
5047,5455,106,3
5048,9781,129,4
5049,3296,138,4
5050,897,158,2
5051,1633,476,3
5052,546,133,1
5053,729,986,4
5054,48,800,4
5055,6355,238,3
5056,4486,213,2
5057,4585,697,4
5058,34,186,4
5059,3409,252,3
5060,6523,285,1
5061,6611,654,2
5062,9707,825,4
5063,619,832,2
5064,5420,155,1
5065,5899,739,1
5066,4408,695,2
5067,5751,875,1
5068,7780,134,2
5069,6248,946,3
5070,714,270,3
5071,8782,373,2
5072,6365,53,2
5073,4028,342,3
5074,7711,158,2
5075,4203,37,3
5076,5902,823,2
5077,745,783,4
5078,1260,985,1
5079,3698,628,1
5080,70,273,3
5081,8698,935,2
5082,7755,373,2
5083,3217,275,1
5084,8300,504,1
5085,6129,429,2
5086,3588,343,3
5087,5861,412,2
5088,8342,380,1
5089,8615,789,2
5090,9119,267,2
5091,9238,797,4
5092,4868,543,4
5093,9501,574,1
5094,718,896,3
5095,5892,501,2
5096,3317,930,1
5097,7551,639,2
5098,6653,645,4
5099,16,592,3
5100,165,312,3
5101,7471,906,3
5102,430,106,4
5103,5155,16,3
5104,6757,696,4
5105,5686,801,3
5106,8452,610,1
5107,6517,331,4
5108,9679,509,2
5109,2684,207,2
5110,4743,187,1
5111,4130,246,1
5112,1004,409,2
5113,1050,588,1
5114,610,847,4
5115,9236,481,1
5116,4035,391,2
5117,5569,606,1
5118,1490,866,3
5119,2409,854,1
5120,2523,561,4
5121,1783,137,2
5122,3544,162,4
5123,1977,277,1
5124,2157,652,3
5125,5405,306,2
5126,2387,268,2
5127,2799,295,2
5128,367,153,2
5129,2155,793,1
5130,248,28,1
5131,3125,133,4
5132,8625,961,2
5133,8923,676,2
5134,4338,679,2
5135,5455,63,4
5136,9293,99,2
5137,5500,236,2
5138,9899,331,4
5139,1910,652,4
5140,6732,189,3
5141,8511,282,4
5142,7999,820,4
5143,4684,58,4
5144,7510,594,3
5145,3532,385,1
5146,4507,4,2
5147,5,658,4
5148,652,612,1
5149,6425,252,2
5150,6173,57,2
5151,7949,972,2
5152,1999,739,3
5153,6932,482,2
5154,6905,71,4
5155,3241,440,2
5156,9629,150,3
5157,5264,832,4
5158,7381,886,4
5159,3203,557,2
5160,4928,199,2
5161,1050,287,4
5162,2723,609,2
5163,2716,191,2
5164,8685,875,2
5165,3225,535,1
5166,3226,513,3
5167,2894,740,2
5168,3564,346,1
5169,6305,149,4
5170,450,790,3
5171,695,899,1
5172,4554,307,1
5173,2815,319,3
5174,2629,190,2
5175,4123,831,3
5176,6355,454,1
5177,8560,682,2
5178,9426,724,2
5179,5710,36,3
5180,6800,931,2
5181,3100,202,4
5182,4561,116,3
5183,3224,880,3
5184,9058,839,2
5185,3396,733,4
5186,8331,660,3
5187,1306,749,1
5188,5577,249,1
5189,9492,655,3
5190,5576,575,4
5191,5922,585,3
5192,970,521,2
5193,5659,829,4
5194,2116,231,2
5195,3131,15,1
5196,7898,5,4
5197,1148,571,4
5198,9880,833,3
5199,8241,846,3
5200,6453,698,4
5201,4672,478,3
5202,2756,761,1
5203,4406,561,2
5204,6009,978,4
5205,5949,43,4
5206,9362,140,2
5207,7506,865,1
5208,2830,341,2
5209,6046,823,3
5210,1693,816,1
5211,1018,914,3
5212,5818,757,4
5213,2916,670,3
5214,1175,147,4
5215,6688,457,4
5216,8314,27,3
5217,809,757,3
5218,9314,412,3
5219,7928,37,2
5220,3284,435,3
5221,2794,862,3
5222,5324,778,2
5223,2554,25,4
5224,5246,278,2
5225,2298,418,1
5226,4833,226,3
5227,962,713,2
5228,7840,73,3
5229,2448,911,3
5230,3115,814,1
5231,705,624,1
5232,5492,693,4
5233,8741,254,1
5234,5983,247,1
5235,3053,168,3
5236,2678,756,4
5237,4517,601,4
5238,4616,449,4
5239,1012,446,4
5240,6248,298,3
5241,2676,519,4
5242,3814,38,4
5243,491,472,1
5244,652,750,1
5245,601,112,2
5246,4823,860,3
5247,8581,790,1
5248,6094,402,3
5249,2111,108,1
5250,8344,494,3
5251,9608,669,1
5252,419,287,3
5253,9572,72,1
5254,1012,450,2
5255,3152,705,1
5256,4808,940,2
5257,505,291,2
5258,267,731,4
5259,4738,58,3
5260,1403,134,1
5261,967,470,1
5262,4498,702,2
5263,1230,30,3
5264,6070,805,1
5265,3556,91,3
5266,8556,526,4
5267,9006,325,1
5268,6342,426,1
5269,7056,456,3
5270,1897,274,1
5271,4340,535,2
5272,5662,960,1
5273,5442,413,1
5274,9287,360,1
5275,4356,737,2
5276,7502,486,1
5277,2558,67,3
5278,3774,553,4
5279,1882,108,3
5280,2002,121,1
5281,7118,179,4
5282,1577,263,2
5283,6059,632,2
5284,4314,115,1
5285,6438,108,4
5286,5335,11,3
5287,8175,192,3
5288,5698,221,1
5289,591,509,2
5290,8180,919,1
5291,3063,150,1
5292,7188,149,3
5293,522,559,3
5294,5258,834,2
5295,4926,949,1
5296,8992,530,4
5297,565,758,4
5298,9716,132,3
5299,3773,833,2
5300,6677,40,1
5301,245,945,2
5302,1219,854,1
5303,4406,792,1
5304,422,831,1
5305,2700,855,4
5306,1813,811,2
5307,3027,529,4
5308,5012,751,1
5309,5496,728,3
5310,2458,820,3
5311,4337,652,2
5312,4881,725,3
5313,721,153,4
5314,6986,267,2
5315,7852,249,4
5316,9753,875,4
5317,7166,916,3
5318,8990,65,1
5319,615,343,1
5320,2803,580,2
5321,7674,152,3
5322,3097,20,4
5323,8073,483,4
5324,8465,240,4
5325,7464,470,1
5326,190,506,1
5327,8367,708,2
5328,4120,984,1
5329,8247,625,2
5330,5874,86,2
5331,3130,761,1
5332,5824,466,2
5333,898,576,2
5334,4079,811,4
5335,6314,86,4
5336,2687,17,1
5337,7311,847,2
5338,9661,832,3
5339,1920,696,2
5340,6249,660,4
5341,950,903,4
5342,9609,434,1
5343,1433,872,1
5344,9088,278,1
5345,3922,640,1
5346,9306,185,4
5347,6408,920,4
5348,3545,776,4
5349,339,794,4
5350,3745,910,2
5351,3581,836,3
5352,722,401,4
5353,6626,659,4
5354,7016,9,3
5355,5804,21,1
5356,605,348,1
5357,9969,55,2
5358,706,427,2
5359,5910,50,1
5360,5759,1000,3
5361,7063,951,3
5362,5106,820,1
5363,9586,588,3
5364,1107,865,2
5365,4281,217,4
5366,1079,402,1
5367,6092,14,2
5368,9769,651,1
5369,7213,409,1
5370,9524,121,1
5371,5088,626,2
5372,6768,506,3
5373,9993,15,2
5374,2195,858,1
5375,7372,454,3
5376,9233,854,1
5377,1949,786,4
5378,7135,450,3
5379,6085,24,1
5380,4573,193,4
5381,5555,658,2
5382,1724,341,4
5383,5807,661,2
5384,2906,636,3
5385,860,734,2
5386,9158,404,1
5387,3242,970,1
5388,3489,435,4
5389,4770,569,4
5390,7244,871,3
5391,6483,484,3
5392,3333,791,3
5393,1229,910,3
5394,4069,265,4
5395,4661,207,2
5396,8135,2,1
5397,2799,59,4
5398,8941,46,1
5399,3400,505,1
5400,35,119,1
5401,4081,650,2
5402,91,515,2
5403,3922,264,1
5404,6636,10,1
5405,9451,476,3
5406,8013,722,3
5407,1865,908,4
5408,6531,87,1
5409,8171,902,4
5410,4272,320,3
5411,9818,50,3
5412,3660,803,3
5413,6532,735,1
5414,7114,982,2
5415,2051,707,2
5416,7639,707,4
5417,2167,442,1
5418,306,349,3
5419,617,174,4
5420,317,764,2
5421,8573,666,3
5422,6755,365,3
5423,9581,146,1
5424,8691,602,3
5425,6277,554,4
5426,4099,895,2
5427,3146,685,4
5428,4497,361,2
5429,9937,987,1
5430,8721,44,2
5431,3823,555,3
5432,9118,452,4
5433,1381,804,3
5434,4976,262,2
5435,3680,686,4
5436,3799,387,1
5437,1015,525,3
5438,7183,348,2
5439,7666,618,3
5440,7255,402,2
5441,1716,542,2
5442,4177,185,1
5443,214,163,3
5444,9727,170,4
5445,8802,960,3
5446,2574,868,2
5447,4840,410,1
5448,5200,72,2
5449,1825,774,4
5450,8060,413,1
5451,8570,954,4
5452,725,91,1
5453,6195,969,4
5454,5200,518,4
5455,8226,694,2
5456,5087,133,3
5457,6907,370,2
5458,9448,224,3
5459,4105,720,1
5460,4925,740,3
5461,5518,19,2
5462,9409,564,4
5463,3173,540,2
5464,4158,387,4
5465,9875,774,1
5466,8572,123,3
5467,4821,622,4
5468,714,141,4
5469,5419,231,2
5470,9108,727,2
5471,1258,353,2
5472,364,491,1
5473,7640,914,1
5474,696,816,3
5475,8633,713,4
5476,8461,436,1
5477,1241,368,1
5478,8448,728,2
5479,3912,953,3
5480,5223,73,2
5481,9932,541,2
5482,9878,662,3
5483,5687,280,1
5484,8323,214,2
5485,8130,574,1
5486,4986,667,4
5487,5040,149,3
5488,388,469,3
5489,3644,539,2
5490,751,841,2
5491,9746,365,1
5492,910,454,4
5493,7328,458,3
5494,5474,1,1
5495,5257,195,3
5496,7933,815,4
5497,978,668,2
5498,6431,880,4
5499,3424,223,4
5500,1114,276,2
5501,4149,484,3
5502,1386,365,1
5503,7120,753,2
5504,2455,631,3
5505,7156,426,1
5506,4510,521,2
5507,4333,669,2
5508,6826,309,3
5509,1232,455,2
5510,7367,698,3
5511,8118,486,2
5512,986,781,4
5513,1120,267,4
5514,484,82,4
5515,4177,785,1
5516,9757,387,3
5517,421,920,1
5518,1007,846,2
5519,5365,423,2
5520,5408,950,4
5521,2072,457,2
5522,9124,486,4
5523,7841,392,3
5524,4272,1,2
5525,3677,305,4
5526,1990,290,3
5527,1876,908,2
5528,7401,280,1
5529,2093,545,2
5530,6851,839,3
5531,7071,988,3
5532,2963,584,2
5533,6168,491,3
5534,6366,184,4
5535,6060,780,3
5536,5588,691,3
5537,228,240,3
5538,9571,650,2
5539,9914,460,3
5540,5866,338,2
5541,6543,673,3
5542,2778,186,1
5543,9477,269,4
5544,551,340,3
5545,4260,507,4
5546,5867,517,2
5547,10000,678,1
5548,1116,968,4
5549,6310,792,2
5550,7312,64,3
5551,3933,524,3
5552,2405,887,4
5553,1029,872,3
5554,8483,239,3
5555,4367,231,1
5556,2154,843,4
5557,3934,563,3
5558,5092,277,2
5559,4593,63,2
5560,4253,840,1
5561,4941,716,4
5562,8447,538,4
5563,9142,652,1
5564,8836,730,4
5565,6563,205,3
5566,2853,500,2
5567,5036,450,4
5568,1698,115,3
5569,7298,564,4
5570,3171,492,1
5571,5594,911,4
5572,2009,860,4
5573,2570,67,4
5574,3468,388,4
5575,1406,241,4
5576,3236,65,3
5577,329,716,2
5578,1235,583,1
5579,6518,436,4
5580,1971,435,2
5581,5091,765,4
5582,8939,536,4
5583,7857,902,4
5584,2823,959,1
5585,8229,142,2
5586,5113,476,2
5587,2064,264,4
5588,6633,668,4
5589,7209,44,4
5590,1680,402,4
5591,1508,654,3
5592,8501,682,3
5593,7541,625,2
5594,5472,468,3
5595,2827,197,3
5596,2480,612,1
5597,425,804,2
5598,4790,777,1
5599,3649,796,4
5600,3919,258,3
5601,4414,132,3
5602,7837,853,1
5603,1073,355,3
5604,8486,191,2
5605,1085,571,1
5606,9270,342,1
5607,7285,95,1
5608,7389,843,1
5609,7124,468,4
5610,7004,999,2
5611,1917,215,1
5612,6410,924,3
5613,5124,250,2
5614,3165,410,3
5615,2644,358,3
5616,133,876,2
5617,5911,251,2
5618,2865,835,1
5619,542,103,2
5620,5527,971,3
5621,6611,462,3
5622,9761,71,3
5623,9492,603,3
5624,9353,782,4
5625,7721,44,2
5626,1562,720,4
5627,31,370,4
5628,8731,674,2
5629,6058,566,2
5630,3058,43,1
5631,4355,821,2
5632,5403,314,3
5633,6363,824,2
5634,6489,896,4
5635,8361,528,2
5636,7159,513,4
5637,3855,430,3
5638,5111,737,3
5639,9496,520,1
5640,498,678,4
5641,3179,770,2
5642,6759,881,4
5643,3161,579,2
5644,445,387,1
5645,4502,144,3
5646,2406,631,2
5647,1252,92,2
5648,4364,458,3
5649,3482,658,3
5650,822,442,4
5651,8872,922,2
5652,980,590,2
5653,8236,492,2
5654,1945,97,2
5655,304,221,2
5656,9701,630,2
5657,9626,775,1
5658,1718,378,1
5659,6022,637,3
5660,4884,502,4
5661,1289,446,1
5662,6362,526,1
5663,3891,40,3
5664,505,7,3
5665,4426,892,4
5666,8533,18,1
5667,3287,122,3
5668,3461,940,2
5669,6821,1,3
5670,8088,269,2
5671,3044,105,1
5672,1962,932,3
5673,4360,589,3
5674,2131,592,1
5675,7766,610,1
5676,9771,389,1
5677,9868,886,1
5678,3850,389,3
5679,1078,502,4
5680,5194,978,2
5681,297,931,3
5682,9404,310,2
5683,6520,26,1
5684,1222,431,1
5685,1760,775,1
5686,5576,916,2
5687,6822,19,4
5688,4784,216,3
5689,5963,647,2
5690,4371,917,4
5691,3401,130,1
5692,49,871,4
5693,547,969,1
5694,6089,202,3
5695,3301,824,1
5696,5879,226,2
5697,5635,989,4
5698,2831,950,3
5699,9185,560,1
5700,4923,611,4
5701,708,272,4
5702,4527,565,3
5703,5288,365,1
5704,6628,584,2
5705,2671,735,3
5706,518,864,3
5707,7381,775,3
5708,1635,83,2
5709,6056,204,1
5710,25,241,1
5711,6496,834,4
5712,8153,452,1
5713,5903,159,1
5714,8313,936,3
5715,8263,871,4
5716,8695,897,1
5717,4279,712,2
5718,9931,267,2
5719,9666,15,1
5720,8435,694,2
5721,5351,793,3
5722,7931,527,2
5723,9974,733,1
5724,3142,490,1
5725,3512,464,4
5726,3378,770,1
5727,2514,53,3
5728,9041,810,4
5729,9288,658,3
5730,8510,364,2
5731,1009,468,3
5732,8528,470,1
5733,3095,263,1
5734,9708,358,1
5735,4486,15,3
5736,939,762,1
5737,9070,104,2
5738,6329,77,4
5739,549,3,1
5740,4525,528,3
5741,4988,746,1
5742,2215,699,2
5743,4110,519,1
5744,138,896,3
5745,5331,170,3
5746,5355,906,2
5747,9375,395,2
5748,5296,863,3
5749,7068,81,3
5750,4407,104,2
5751,9241,556,4
5752,1004,65,1
5753,3126,678,2
5754,1986,342,2
5755,9648,262,1
5756,8131,826,4
5757,1796,114,1
5758,5045,528,2
5759,2582,257,1
5760,9813,416,3
5761,2221,954,4
5762,1252,135,1
5763,6358,838,4
5764,9234,306,1
5765,989,2,1
5766,1054,169,2
5767,3593,713,1
5768,2009,430,4
5769,9498,846,4
5770,5526,378,4
5771,7614,928,2
5772,3060,227,2
5773,6361,518,3
5774,1630,301,2
5775,5035,289,4
5776,2784,180,1
5777,7974,271,1
5778,5142,205,1
5779,5616,748,3
5780,122,630,3
5781,2652,538,1
5782,7144,557,2
5783,6509,157,3
5784,7301,504,2
5785,1406,27,4
5786,3032,479,3
5787,2004,977,1
5788,6107,597,1
5789,5732,759,4
5790,9381,522,1
5791,6114,348,3
5792,1493,566,3
5793,9715,366,3
5794,2744,638,4
5795,4195,253,3
5796,2303,142,1
5797,7929,204,2
5798,9039,313,2
5799,4334,796,4
5800,2812,581,1
5801,2656,24,2
5802,1247,659,4
5803,2824,394,3
5804,1743,670,2
5805,4305,150,1
5806,5118,641,3
5807,8039,529,1
5808,4002,110,3
5809,5946,982,4
5810,2248,739,3
5811,3722,63,2
5812,991,905,2
5813,4598,871,1
5814,3599,17,1
5815,1894,116,2
5816,1080,289,4
5817,4954,853,3
5818,3030,86,3
5819,4069,477,4
5820,8228,695,1
5821,6084,344,2
5822,2182,913,4
5823,7771,25,2
5824,7003,55,3
5825,9231,478,4
5826,7751,628,4
5827,3012,360,4
5828,9694,447,3
5829,1276,66,2
5830,5697,16,4
5831,7119,806,3
5832,6232,463,2
5833,7328,724,4
5834,3113,223,4
5835,8291,27,1
5836,7257,116,1
5837,4632,512,3
5838,782,674,3
5839,3015,132,1
5840,1559,68,2
5841,7924,835,1
5842,4620,146,2
5843,6052,955,2
5844,3858,665,2
5845,3445,783,1
5846,4990,238,2
5847,1831,417,1
5848,7068,416,4
5849,5037,695,3
5850,6772,597,4
5851,650,500,1
5852,1836,619,3
5853,1114,811,1
5854,1929,379,4
5855,8932,925,4
5856,2104,246,1
5857,3232,507,1
5858,5276,663,3
5859,8451,411,1
5860,2979,412,3
5861,2134,216,4
5862,2913,742,3
5863,5553,817,3
5864,6166,759,2
5865,7307,71,3
5866,7565,663,4
5867,5676,886,1
5868,8506,687,1
5869,5849,662,4
5870,1073,70,4
5871,8661,265,3
5872,4573,51,1
5873,2559,751,4
5874,4268,793,3
5875,2786,283,3
5876,3786,453,2
5877,6653,400,4
5878,855,294,3
5879,8827,774,4
5880,7513,120,1
5881,8824,537,1
5882,6671,70,2
5883,8025,735,4
5884,3609,303,4
5885,7597,296,4
5886,7179,996,3
5887,6143,718,2
5888,7583,918,2
5889,3971,658,1
5890,8463,850,1
5891,5205,426,4
5892,5360,876,3
5893,1981,840,2
5894,5491,284,3
5895,5629,678,4
5896,9785,468,1
5897,7542,616,1
5898,7802,915,4
5899,906,853,3
5900,6116,346,2
5901,440,21,1
5902,7946,201,1
5903,4296,107,2
5904,7713,177,3
5905,9630,180,1
5906,3006,589,3
5907,6258,459,2
5908,4233,54,3
5909,5997,351,2
5910,5350,872,1
5911,8161,481,3
5912,8713,364,4
5913,5255,160,4
5914,5047,935,2
5915,4419,222,4
5916,5044,159,2
5917,2522,25,2
5918,2084,53,3
5919,1194,4,4
5920,4794,927,4
5921,688,469,2
5922,6161,349,2
5923,1011,977,1
5924,4565,526,4
5925,6872,49,4
5926,7396,974,2
5927,7195,175,3
5928,550,57,2
5929,2635,998,1
5930,9388,351,4
5931,3197,809,2
5932,971,384,1
5933,6922,746,3
5934,683,407,4
5935,1860,690,3
5936,8864,533,3
5937,4466,686,3
5938,2075,223,4
5939,4097,595,3
5940,1183,106,1
5941,545,814,2
5942,544,551,4
5943,8056,414,1
5944,4874,60,4
5945,2356,251,2
5946,1583,857,3
5947,1964,714,4
5948,5162,128,4
5949,7746,605,2
5950,9447,418,1
5951,5527,536,4
5952,5795,240,1
5953,4434,696,2
5954,4432,921,2
5955,2941,34,4
5956,765,924,3
5957,3556,81,1
5958,7462,469,2
5959,2720,147,4
5960,4159,633,3
5961,8302,581,2
5962,6558,499,3
5963,2694,554,4
5964,541,85,4
5965,6421,908,4
5966,8681,462,2
5967,8236,782,1
5968,1935,107,1
5969,3386,34,3
5970,2821,704,2
5971,3406,543,2
5972,5966,947,2
5973,2424,216,4
5974,8091,344,1
5975,4420,294,1
5976,6514,669,2
5977,3066,271,3
5978,9016,698,4
5979,8993,257,4
5980,568,286,1
5981,2775,429,1
5982,6489,742,3
5983,5323,647,3
5984,2127,479,2
5985,3218,675,4
5986,913,136,1
5987,4880,687,4
5988,1269,760,4
5989,571,320,4
5990,6227,75,1
5991,2439,989,4
5992,6009,270,3
5993,1353,602,1
5994,4345,204,4
5995,7618,888,1
5996,2736,633,4
5997,7511,947,1
5998,5410,11,2
5999,5266,424,2
6000,3894,973,4
6001,3062,772,3
6002,6505,684,3
6003,5333,828,4
6004,158,302,3
6005,1416,88,1
6006,6629,328,4
6007,3856,181,2
6008,6624,497,1
6009,1891,79,4
6010,8335,345,1
6011,2945,356,2
6012,7441,183,1
6013,6643,612,3
6014,2288,782,2
6015,2143,902,2
6016,5705,253,3
6017,1159,566,4
6018,5413,810,4
6019,6395,89,4
6020,6640,384,4
6021,2651,164,3
6022,5965,861,2
6023,7144,444,1
6024,8187,600,2
6025,3849,679,3
6026,781,527,2
6027,3187,484,2
6028,6429,871,1
6029,5762,854,2
6030,6375,425,4
6031,6268,660,1
6032,8882,968,1
6033,7887,603,3
6034,6834,344,2
6035,834,26,1
6036,3055,832,2
6037,7939,374,1
6038,3305,709,4
6039,259,288,4
6040,94,634,2
6041,9181,37,2
6042,3640,464,1
6043,4340,146,1
6044,3538,824,4
6045,4730,461,2
6046,8173,848,2
6047,9483,180,2
6048,6679,742,3
6049,9349,336,3
6050,2586,511,4
6051,2064,626,2
6052,4040,963,4
6053,9407,894,2
6054,2316,771,3
6055,488,696,4
6056,2849,818,1
6057,5663,627,1
6058,6824,943,1
6059,8212,27,1
6060,9828,548,1
6061,4306,20,2
6062,3787,404,2
6063,7170,151,3
6064,4951,338,2
6065,3043,496,3
6066,9868,266,2
6067,6385,501,2
6068,2194,707,4
6069,2941,190,2
6070,1670,820,3
6071,5707,244,2
6072,5245,52,1
6073,6429,634,2
6074,3046,581,4
6075,4156,371,1
6076,1399,722,4
6077,5542,835,1
6078,6916,5,4
6079,2843,794,3
6080,9714,803,3
6081,1741,231,2
6082,9521,436,4
6083,77,973,3
6084,7607,332,2
6085,9421,416,4
6086,4995,929,4
6087,1077,1000,1
6088,8390,88,2
6089,2206,675,1
6090,7430,159,2
6091,9394,122,1
6092,8804,270,4
6093,5401,949,3
6094,889,794,4
6095,3561,444,3
6096,1038,994,4
6097,7506,904,4
6098,5910,364,1
6099,9781,389,4
6100,9590,454,4
6101,1007,759,2
6102,2260,203,4
6103,4502,314,3
6104,1707,868,3
6105,3842,462,1
6106,4407,202,3
6107,2541,304,1
6108,6851,160,4
6109,3237,123,4
6110,7667,481,3
6111,4480,152,2
6112,2378,102,2
6113,4941,135,1
6114,9673,862,4
6115,3143,997,1
6116,9443,29,2
6117,4217,455,2
6118,1704,465,3
6119,1654,33,2
6120,9682,951,3
6121,8855,243,3
6122,242,519,2
6123,3853,173,4
6124,1657,25,3
6125,5146,213,3
6126,1435,989,2
6127,5208,666,4
6128,3306,689,3
6129,3690,68,4
6130,1276,620,1
6131,6238,236,2
6132,5706,268,4
6133,1395,719,3
6134,4268,887,2
6135,3984,960,2
6136,5303,310,1
6137,7943,821,4
6138,8922,586,2
6139,2411,34,4
6140,8838,137,3
6141,5587,792,1
6142,2847,952,3
6143,5679,472,1
6144,9121,428,1
6145,9244,680,1
6146,7000,762,2
6147,6049,965,3
6148,9780,620,2
6149,1750,943,3
6150,5280,255,4
6151,5550,103,2
6152,3556,943,4
6153,1819,806,2
6154,6788,478,3
6155,6325,84,4
6156,1647,440,1
6157,5222,280,2
6158,3712,464,1
6159,7932,771,2
6160,6268,481,1
6161,2082,511,3
6162,7928,5,4
6163,9921,771,3
6164,3922,824,1
6165,2853,111,4
6166,8662,835,3
6167,7,679,4
6168,7391,144,4
6169,7313,145,1
6170,4471,92,4
6171,2781,628,2
6172,1068,631,1
6173,6178,911,4
6174,9044,948,4
6175,5137,762,4
6176,4225,504,3
6177,234,910,1
6178,9954,841,2
6179,5958,353,2
6180,1978,464,3
6181,5345,819,1
6182,4268,401,1
6183,7119,115,3
6184,3834,555,3
6185,801,233,4
6186,2060,866,4
6187,7812,345,3
6188,5664,451,4
6189,9650,648,1
6190,9534,302,1
6191,4228,133,3
6192,1013,632,3
6193,6428,202,4
6194,922,224,3
6195,5278,165,2
6196,3111,119,2
6197,2435,633,4
6198,7966,525,2
6199,5058,208,3
6200,8779,717,3
6201,9486,111,4
6202,7638,420,2
6203,8393,371,4
6204,9431,152,2
6205,5474,730,3
6206,3713,500,4
6207,3214,432,4
6208,2894,515,4
6209,1589,79,4
6210,1899,989,4
6211,6078,882,2
6212,5612,612,3
6213,5687,200,3
6214,6051,827,1
6215,6964,682,3
6216,8234,798,2
6217,9944,270,4
6218,3858,801,1
6219,9941,588,4
6220,2466,534,3
6221,5330,712,3
6222,1990,458,2
6223,4903,935,2
6224,1396,320,1
6225,4315,163,1
6226,5837,259,3
6227,544,594,4
6228,7580,863,4
6229,2409,319,2
6230,9016,977,3
6231,8104,268,1
6232,5067,24,3
6233,2604,763,4
6234,7623,951,1
