order_id,customer_id,order_date,order_status
1935,1862,2022-11-23,DELIVERED
1936,1479,2022-05-24,DELIVERED
1937,67,2024-04-12,RETURNED
1938,963,2024-02-29,DELIVERED
1939,855,2023-06-17,RETURNED
1940,1101,2022-09-05,CANCELLED
1941,1244,2024-12-29,CANCELLED
1942,899,2024-09-11,CANCELLED
1943,123,2023-08-23,CANCELLED
1944,1697,2022-03-23,DELIVERED
1945,1468,2024-11-13,DELIVERED
1946,902,2024-05-27,CANCELLED
1947,213,2022-10-26,CANCELLED
1948,1553,2022-08-17,CANCELLED
1949,751,2024-04-25,DELIVERED
1950,291,2023-05-13,CANCELLED
1951,431,2023-06-26,DELIVERED
1952,1315,2022-06-01,DELIVERED
1953,1453,2024-10-03,CANCELLED
1954,1551,2023-06-17,DELIVERED
1955,1412,2024-06-29,DELIVERED
1956,923,2023-06-13,DELIVERED
1957,1218,2022-03-15,CANCELLED
1958,304,2024-12-04,DELIVERED
1959,453,2024-01-30,DELIVERED
1960,1462,2023-08-20,DELIVERED
1961,1467,2022-11-21,DELIVERED
1962,625,2024-08-31,CANCELLED
1963,1379,2023-08-27,DELIVERED
1964,1650,2022-09-21,DELIVERED
1965,599,2024-02-26,DELIVERED
1966,467,2022-02-27,RETURNED
1967,1195,2023-09-13,DELIVERED
1968,25,2023-06-16,DELIVERED
1969,1042,2024-11-24,DELIVERED
1970,1267,2022-12-15,RETURNED
1971,1319,2022-11-16,DELIVERED
1972,1027,2023-10-06,DELIVERED
1973,775,2024-09-20,DELIVERED
1974,1784,2024-12-11,DELIVERED
1975,992,2024-02-17,DELIVERED
1976,1940,2022-05-13,DELIVERED
1977,634,2023-02-27,DELIVERED
1978,570,2022-09-02,DELIVERED
1979,731,2024-10-18,DELIVERED
1980,1870,2022-01-25,CANCELLED
1981,1733,2024-12-09,RETURNED
1982,1519,2023-02-19,DELIVERED
1983,68,2024-03-27,DELIVERED
1984,1950,2023-11-06,DELIVERED
1985,556,2024-12-31,CANCELLED
1986,1102,2022-06-12,RETURNED
1987,115,2024-07-03,DELIVERED
1988,508,2023-05-17,DELIVERED
1989,1515,2023-01-10,DELIVERED
1990,1333,2023-05-17,DELIVERED
1991,1470,2024-07-23,DELIVERED
1992,1248,2023-06-29,DELIVERED
1993,188,2023-01-25,CANCELLED
1994,1879,2022-05-11,RETURNED
1995,272,2024-12-06,DELIVERED
1996,426,2023-04-12,DELIVERED
1997,1560,2024-09-04,DELIVERED
1998,1100,2022-04-15,DELIVERED
1999,1299,2022-05-30,DELIVERED
2000,239,2024-06-24,DELIVERED
2001,405,2022-07-24,DELIVERED
2002,441,2024-09-24,DELIVERED
2003,20,2024-05-30,RETURNED
2004,229,2024-06-25,CANCELLED
2005,399,2024-07-23,RETURNED
2006,516,2024-04-13,DELIVERED
2007,1009,2022-12-28,DELIVERED
2008,990,2024-11-19,DELIVERED
2009,1322,2023-09-06,DELIVERED
2010,1090,2023-05-25,DELIVERED
2011,1389,2024-10-27,DELIVERED
2012,902,2022-08-17,RETURNED
2013,1937,2023-01-09,DELIVERED
2014,654,2024-11-09,DELIVERED
2015,335,2023-01-02,DELIVERED
2016,885,2023-09-16,DELIVERED
2017,1766,2024-06-26,DELIVERED
2018,1407,2023-01-10,DELIVERED
2019,223,2023-04-20,DELIVERED
2020,1028,2023-09-18,DELIVERED
2021,1087,2024-08-24,DELIVERED
2022,615,2023-03-07,DELIVERED
2023,317,2023-10-26,DELIVERED
2024,1570,2024-03-22,CANCELLED
2025,1746,2022-11-20,DELIVERED
2026,322,2023-10-29,RETURNED
2027,971,2024-05-03,CANCELLED
2028,552,2023-04-14,RETURNED
2029,967,2023-09-14,DELIVERED
2030,628,2023-11-15,CANCELLED
2031,1699,2023-10-08,DELIVERED
2032,872,2024-03-16,CANCELLED
2033,12,2024-04-07,DELIVERED
2034,838,2023-12-26,DELIVERED
2035,287,2024-07-24,CANCELLED
2036,40,2023-02-19,DELIVERED
2037,1468,2023-06-09,DELIVERED
2038,765,2022-02-18,DELIVERED
2039,1620,2024-02-23,DELIVERED
2040,1147,2023-02-13,CANCELLED
2041,1265,2024-10-27,DELIVERED
2042,562,2022-08-07,DELIVERED
2043,329,2023-10-29,CANCELLED
2044,1929,2024-08-20,RETURNED
2045,1939,2022-04-05,CANCELLED
2046,799,2024-09-24,DELIVERED
2047,1243,2024-02-08,DELIVERED
2048,115,2023-12-03,DELIVERED
2049,757,2024-06-16,RETURNED
2050,228,2024-08-24,DELIVERED
2051,1536,2022-06-01,DELIVERED
2052,1588,2024-04-27,CANCELLED
2053,1790,2022-11-05,DELIVERED
2054,1176,2023-02-14,DELIVERED
2055,898,2023-05-18,DELIVERED
2056,1120,2023-06-18,DELIVERED
2057,1674,2023-08-20,DELIVERED
2058,288,2022-05-20,RETURNED
2059,1433,2023-10-05,RETURNED
2060,740,2024-07-02,CANCELLED
2061,440,2023-01-13,DELIVERED
2062,467,2024-08-01,DELIVERED
2063,408,2023-06-15,DELIVERED
2064,1532,2022-02-17,DELIVERED
2065,1316,2024-04-21,DELIVERED
2066,1651,2024-09-23,CANCELLED
2067,1704,2024-12-18,DELIVERED
2068,1050,2024-02-04,DELIVERED
2069,896,2022-03-07,RETURNED
2070,1789,2023-11-01,CANCELLED
2071,1008,2023-08-02,DELIVERED
2072,1300,2022-05-18,CANCELLED
2073,1158,2022-07-08,RETURNED
2074,1599,2022-08-19,DELIVERED
2075,1636,2024-11-17,CANCELLED
2076,180,2024-08-17,DELIVERED
2077,391,2022-05-30,CANCELLED
2078,883,2023-07-22,DELIVERED
2079,1822,2022-11-08,DELIVERED
2080,150,2023-01-08,DELIVERED
2081,696,2024-07-18,DELIVERED
2082,1419,2024-06-04,RETURNED
2083,823,2023-08-25,DELIVERED
2084,1697,2024-03-09,DELIVERED
2085,462,2023-10-23,DELIVERED
2086,531,2023-04-02,DELIVERED
2087,1573,2023-10-31,DELIVERED
2088,1339,2023-02-15,CANCELLED
2089,1177,2023-12-28,RETURNED
2090,1465,2022-11-09,DELIVERED
2091,304,2023-02-27,DELIVERED
2092,207,2022-02-23,DELIVERED
2093,1935,2022-03-22,CANCELLED
2094,1107,2023-12-15,RETURNED
2095,671,2023-10-08,RETURNED
2096,1348,2023-03-04,DELIVERED
2097,335,2024-05-18,RETURNED
2098,478,2023-03-21,CANCELLED
2099,56,2022-10-09,RETURNED
2100,1935,2024-06-19,DELIVERED
2101,1942,2024-02-08,DELIVERED
2102,1777,2023-03-04,DELIVERED
2103,916,2024-06-17,DELIVERED
2104,422,2024-02-19,DELIVERED
2105,256,2022-07-10,RETURNED
2106,1038,2024-11-23,DELIVERED
2107,1550,2023-03-06,DELIVERED
2108,1002,2024-01-04,CANCELLED
2109,649,2024-04-30,DELIVERED
2110,186,2024-11-04,DELIVERED
2111,523,2024-11-07,DELIVERED
2112,936,2022-02-03,DELIVERED
2113,1646,2024-05-10,DELIVERED
2114,1757,2022-07-24,DELIVERED
2115,1937,2023-09-27,CANCELLED
2116,890,2023-09-08,DELIVERED
2117,1437,2022-06-22,DELIVERED
2118,1660,2024-03-09,RETURNED
2119,33,2023-07-17,CANCELLED
2120,1838,2023-10-25,DELIVERED
2121,1736,2023-05-25,DELIVERED
2122,19,2022-09-20,DELIVERED
2123,288,2024-08-20,CANCELLED
2124,126,2023-03-06,RETURNED
2125,1354,2023-08-24,DELIVERED
2126,850,2022-11-19,DELIVERED
2127,358,2024-11-28,RETURNED
2128,1520,2023-01-07,DELIVERED
2129,1895,2022-08-13,CANCELLED
2130,62,2024-10-15,DELIVERED
2131,827,2024-02-04,RETURNED
2132,544,2023-10-20,DELIVERED
2133,53,2023-11-11,DELIVERED
2134,964,2022-03-12,CANCELLED
2135,296,2024-04-14,DELIVERED
2136,773,2024-12-11,DELIVERED
2137,206,2022-01-31,DELIVERED
2138,457,2022-07-08,DELIVERED
2139,136,2022-08-19,RETURNED
2140,952,2024-04-30,RETURNED
2141,1100,2024-06-20,DELIVERED
2142,1236,2022-01-02,DELIVERED
2143,962,2023-06-11,DELIVERED
2144,1345,2024-01-19,RETURNED
2145,1369,2022-07-17,DELIVERED
2146,1534,2023-02-06,DELIVERED
2147,1055,2022-09-23,CANCELLED
2148,293,2023-04-07,DELIVERED
2149,1523,2022-07-14,CANCELLED
2150,579,2022-08-04,DELIVERED
2151,514,2023-01-14,CANCELLED
2152,617,2023-11-05,CANCELLED
2153,947,2024-11-30,DELIVERED
2154,1810,2023-07-01,CANCELLED
2155,270,2023-11-03,DELIVERED
2156,1355,2022-10-25,DELIVERED
2157,1915,2022-03-12,CANCELLED
2158,1638,2024-02-28,DELIVERED
2159,1627,2023-02-10,RETURNED
2160,30,2022-10-20,DELIVERED
2161,1711,2023-05-03,DELIVERED
2162,661,2022-01-24,DELIVERED
2163,991,2023-12-06,DELIVERED
2164,1781,2024-04-10,DELIVERED
2165,440,2024-07-17,DELIVERED
2166,1118,2024-06-19,DELIVERED
2167,573,2024-11-19,RETURNED
2168,691,2023-01-17,DELIVERED
2169,1653,2024-09-25,CANCELLED
2170,935,2022-07-17,DELIVERED
2171,702,2024-11-29,DELIVERED
2172,1602,2024-01-19,DELIVERED
2173,53,2022-09-16,DELIVERED
2174,1997,2024-07-25,CANCELLED
2175,247,2023-08-29,DELIVERED
2176,712,2023-09-21,DELIVERED
2177,1134,2022-06-19,RETURNED
2178,1991,2024-10-30,DELIVERED
2179,1680,2024-11-12,DELIVERED
2180,1721,2023-03-31,CANCELLED
2181,407,2023-12-26,DELIVERED
2182,1598,2022-11-07,DELIVERED
2183,1087,2024-12-11,DELIVERED
2184,1092,2024-01-13,DELIVERED
2185,1421,2024-12-23,DELIVERED
2186,326,2022-07-25,DELIVERED
2187,1301,2023-04-09,CANCELLED
2188,1539,2022-11-08,DELIVERED
2189,1957,2024-05-18,RETURNED
2190,571,2022-04-11,RETURNED
2191,1944,2024-03-31,DELIVERED
2192,1846,2024-12-04,RETURNED
2193,1831,2024-09-02,DELIVERED
2194,279,2023-09-07,DELIVERED
2195,515,2023-10-01,DELIVERED
2196,1503,2022-05-17,DELIVERED
2197,841,2022-10-15,DELIVERED
2198,1685,2022-11-25,CANCELLED
2199,1653,2023-05-12,DELIVERED
2200,327,2024-05-08,DELIVERED
2201,397,2023-05-25,CANCELLED
2202,145,2023-04-09,RETURNED
2203,566,2022-10-15,RETURNED
2204,253,2022-11-07,DELIVERED
2205,292,2023-07-19,CANCELLED
2206,23,2022-08-29,DELIVERED
2207,1074,2022-07-30,CANCELLED
2208,1226,2024-08-22,DELIVERED
2209,898,2023-09-04,CANCELLED
2210,1109,2024-07-19,DELIVERED
2211,1803,2023-12-01,RETURNED
2212,1945,2022-03-25,DELIVERED
2213,1826,2023-06-08,DELIVERED
2214,956,2024-05-22,DELIVERED
2215,1795,2024-09-24,CANCELLED
2216,461,2024-12-06,DELIVERED
2217,1499,2024-01-13,DELIVERED
2218,1741,2024-10-09,CANCELLED
2219,1973,2024-06-04,DELIVERED
2220,1307,2022-08-04,RETURNED
2221,574,2023-07-19,RETURNED
2222,1312,2024-11-06,DELIVERED
2223,1366,2023-05-30,RETURNED
2224,171,2022-01-27,DELIVERED
2225,1651,2024-09-21,DELIVERED
2226,1014,2023-03-30,DELIVERED
2227,1364,2023-06-29,DELIVERED
2228,1600,2024-09-26,DELIVERED
2229,1716,2024-02-09,DELIVERED
2230,1783,2024-02-23,DELIVERED
2231,221,2022-07-21,DELIVERED
2232,241,2023-05-04,DELIVERED
2233,1378,2024-05-13,CANCELLED
2234,1472,2022-03-23,DELIVERED
2235,1615,2024-06-20,RETURNED
2236,1175,2024-12-06,DELIVERED
2237,817,2024-06-03,DELIVERED
2238,53,2023-03-19,DELIVERED
2239,50,2023-11-05,DELIVERED
2240,1886,2024-04-24,CANCELLED
2241,1494,2024-07-24,CANCELLED
2242,520,2024-01-05,CANCELLED
2243,705,2023-12-23,RETURNED
2244,510,2023-07-21,DELIVERED
2245,98,2023-10-27,DELIVERED
2246,1301,2023-06-23,CANCELLED
2247,329,2023-03-05,DELIVERED
2248,1769,2023-10-22,CANCELLED
2249,1543,2023-12-15,CANCELLED
2250,353,2024-10-20,RETURNED
2251,684,2023-12-22,DELIVERED
2252,1516,2023-04-12,DELIVERED
2253,627,2022-07-27,RETURNED
2254,186,2024-04-11,DELIVERED
2255,1019,2023-01-17,CANCELLED
2256,415,2023-06-27,RETURNED
2257,995,2023-12-20,DELIVERED
2258,897,2024-01-11,CANCELLED
2259,1965,2022-12-12,DELIVERED
2260,229,2023-01-24,DELIVERED
2261,1862,2024-11-02,CANCELLED
2262,1148,2023-08-30,CANCELLED
2263,1103,2022-12-31,DELIVERED
2264,1425,2022-06-05,DELIVERED
2265,186,2024-04-08,RETURNED
2266,299,2023-11-28,DELIVERED
2267,813,2022-09-30,RETURNED
2268,213,2023-08-25,DELIVERED
2269,1989,2022-06-18,DELIVERED
2270,461,2024-06-25,CANCELLED
2271,504,2022-11-14,DELIVERED
2272,561,2022-02-23,DELIVERED
2273,1707,2023-03-25,DELIVERED
2274,463,2024-06-20,DELIVERED
2275,443,2022-10-25,DELIVERED
2276,500,2022-02-12,RETURNED
2277,990,2024-06-17,DELIVERED
2278,1129,2023-01-29,DELIVERED
2279,1737,2024-11-28,DELIVERED
2280,1285,2024-03-03,CANCELLED
2281,1448,2024-01-16,CANCELLED
2282,540,2024-06-02,DELIVERED
2283,1844,2023-04-26,DELIVERED
2284,732,2022-06-07,RETURNED
2285,276,2023-10-21,RETURNED
2286,1439,2023-05-21,CANCELLED
2287,1186,2022-09-21,DELIVERED
2288,1879,2024-11-05,CANCELLED
2289,1097,2023-10-05,DELIVERED
2290,1693,2023-04-12,CANCELLED
2291,1470,2023-04-04,DELIVERED
2292,1177,2022-04-19,DELIVERED
2293,897,2024-10-15,DELIVERED
2294,133,2022-12-17,DELIVERED
2295,919,2022-04-28,RETURNED
2296,977,2022-10-30,DELIVERED
2297,726,2022-05-14,RETURNED
2298,566,2023-06-01,RETURNED
2299,1491,2022-02-26,CANCELLED
2300,1006,2024-06-01,CANCELLED
2301,1931,2022-10-01,RETURNED
2302,441,2024-07-14,DELIVERED
2303,1428,2023-09-16,DELIVERED
2304,1168,2024-11-06,RETURNED
2305,296,2023-10-07,RETURNED
2306,1989,2022-04-19,CANCELLED
2307,734,2022-09-03,CANCELLED
2308,146,2022-05-11,DELIVERED
2309,1496,2022-11-27,CANCELLED
2310,510,2023-01-03,CANCELLED
2311,61,2024-10-10,CANCELLED
2312,680,2022-07-02,DELIVERED
2313,827,2024-03-04,CANCELLED
2314,781,2024-08-29,DELIVERED
2315,704,2023-01-10,DELIVERED
2316,728,2022-12-30,CANCELLED
2317,1801,2023-06-01,DELIVERED
2318,378,2023-06-18,DELIVERED
2319,465,2023-12-21,RETURNED
2320,1297,2022-06-17,DELIVERED
2321,1540,2022-07-12,DELIVERED
2322,42,2022-05-05,RETURNED
2323,122,2024-02-04,DELIVERED
2324,4,2024-12-19,DELIVERED
2325,670,2024-02-27,DELIVERED
2326,1639,2024-02-07,RETURNED
2327,1958,2022-12-20,DELIVERED
2328,1272,2024-10-17,DELIVERED
2329,448,2023-12-09,DELIVERED
2330,1400,2022-11-13,DELIVERED
2331,1176,2022-12-29,RETURNED
2332,1447,2022-12-30,DELIVERED
2333,1668,2024-06-30,DELIVERED
2334,80,2022-09-04,CANCELLED
2335,639,2023-08-20,DELIVERED
2336,1399,2023-01-05,DELIVERED
2337,343,2022-07-24,DELIVERED
2338,1236,2022-11-14,RETURNED
2339,1885,2023-11-22,RETURNED
2340,1902,2024-03-07,CANCELLED
2341,1934,2022-08-27,DELIVERED
2342,135,2023-11-24,DELIVERED
2343,290,2023-05-06,RETURNED
2344,1006,2023-01-21,CANCELLED
2345,86,2024-01-04,DELIVERED
2346,1887,2024-09-10,CANCELLED
2347,1864,2022-07-22,CANCELLED
2348,187,2023-10-19,RETURNED
2349,1154,2024-12-25,DELIVERED
2350,1551,2023-02-16,DELIVERED
2351,278,2024-07-06,CANCELLED
2352,600,2024-05-23,DELIVERED
2353,773,2022-06-18,DELIVERED
2354,1007,2022-08-02,DELIVERED
2355,992,2024-03-07,DELIVERED
2356,1611,2023-08-12,CANCELLED
2357,1432,2022-04-23,DELIVERED
2358,86,2023-01-21,RETURNED
2359,629,2022-12-22,DELIVERED
2360,1514,2022-04-09,DELIVERED
2361,97,2023-09-13,DELIVERED
2362,721,2022-04-18,CANCELLED
2363,1402,2024-06-07,CANCELLED
2364,1074,2023-01-01,DELIVERED
2365,1395,2022-04-02,RETURNED
2366,203,2024-07-25,RETURNED
2367,1828,2023-03-30,CANCELLED
2368,150,2023-02-21,DELIVERED
2369,1170,2022-02-01,DELIVERED
2370,782,2023-02-26,RETURNED
2371,239,2023-08-18,DELIVERED
2372,493,2023-11-09,RETURNED
2373,799,2023-04-13,DELIVERED
2374,1716,2024-04-03,DELIVERED
2375,291,2023-05-20,DELIVERED
2376,529,2024-05-15,DELIVERED
2377,1455,2023-09-27,DELIVERED
2378,1800,2023-07-13,DELIVERED
2379,21,2024-05-01,CANCELLED
2380,773,2023-07-24,CANCELLED
2381,389,2024-09-26,DELIVERED
2382,22,2024-03-20,DELIVERED
2383,1572,2024-07-08,DELIVERED
2384,1413,2023-04-02,DELIVERED
2385,235,2022-08-25,DELIVERED
2386,1621,2024-09-27,DELIVERED
2387,1100,2023-11-02,DELIVERED
2388,1516,2023-06-10,RETURNED
2389,1465,2024-03-26,DELIVERED
2390,587,2023-08-07,RETURNED
2391,536,2022-08-11,CANCELLED
2392,809,2023-02-18,RETURNED
2393,1137,2024-10-16,DELIVERED
2394,1062,2022-03-15,DELIVERED
2395,224,2022-08-17,DELIVERED
2396,1707,2024-03-05,DELIVERED
2397,1562,2022-05-19,DELIVERED
2398,1261,2024-01-30,DELIVERED
2399,293,2024-06-24,DELIVERED
2400,85,2024-10-28,CANCELLED
2401,388,2023-03-07,CANCELLED
2402,90,2022-01-30,RETURNED
2403,700,2023-05-29,RETURNED
2404,718,2024-08-04,DELIVERED
2405,1320,2022-04-26,DELIVERED
2406,314,2023-08-21,DELIVERED
2407,462,2023-01-12,DELIVERED
2408,688,2024-06-17,DELIVERED
2409,903,2022-05-23,CANCELLED
2410,1233,2024-12-18,DELIVERED
2411,330,2022-10-21,DELIVERED
2412,651,2022-04-27,DELIVERED
2413,134,2024-04-19,DELIVERED
2414,36,2022-12-14,CANCELLED
2415,659,2024-01-29,DELIVERED
2416,1847,2022-08-01,DELIVERED
2417,13,2024-02-20,DELIVERED
2418,120,2024-03-04,CANCELLED
2419,246,2023-04-05,CANCELLED
2420,73,2022-06-01,DELIVERED
2421,1688,2024-09-02,RETURNED
2422,1321,2024-03-01,DELIVERED
2423,1262,2024-03-03,DELIVERED
2424,1533,2023-05-02,DELIVERED
2425,1255,2023-05-28,DELIVERED
2426,1304,2024-07-20,DELIVERED
2427,1841,2022-11-10,DELIVERED
2428,1802,2024-01-08,DELIVERED
2429,588,2022-12-24,RETURNED
2430,796,2023-06-11,RETURNED
2431,754,2022-02-12,DELIVERED
2432,615,2022-10-22,DELIVERED
2433,841,2023-04-10,RETURNED
2434,257,2023-12-24,DELIVERED
2435,832,2024-05-12,RETURNED
2436,944,2024-07-15,DELIVERED
2437,796,2024-08-07,DELIVERED
2438,668,2024-03-27,DELIVERED
2439,1086,2023-02-26,DELIVERED
2440,1460,2023-01-27,DELIVERED
2441,1942,2024-01-15,RETURNED
2442,1123,2024-04-16,DELIVERED
2443,629,2023-03-14,DELIVERED
2444,964,2022-08-11,DELIVERED
2445,927,2023-09-08,RETURNED
2446,1958,2024-04-24,DELIVERED
2447,445,2023-11-23,DELIVERED
2448,321,2024-02-27,RETURNED
2449,885,2023-01-05,RETURNED
2450,49,2023-02-27,DELIVERED
2451,1367,2022-12-19,DELIVERED
2452,1528,2022-11-16,DELIVERED
2453,1178,2023-02-10,DELIVERED
2454,649,2024-08-17,DELIVERED
2455,1513,2022-09-25,CANCELLED
2456,997,2023-10-10,DELIVERED
2457,1564,2024-12-22,CANCELLED
2458,1794,2022-03-14,DELIVERED
2459,1612,2022-05-14,DELIVERED
2460,18,2022-04-19,DELIVERED
2461,185,2023-10-04,RETURNED
2462,731,2023-02-20,CANCELLED
2463,1962,2023-03-13,DELIVERED
2464,136,2024-01-14,DELIVERED
2465,647,2024-07-03,DELIVERED
2466,1441,2022-12-25,DELIVERED
2467,208,2022-11-24,RETURNED
2468,312,2022-12-01,DELIVERED
2469,1091,2024-04-19,DELIVERED
2470,1132,2024-08-19,DELIVERED
2471,576,2023-05-26,RETURNED
2472,1360,2022-10-28,RETURNED
2473,199,2022-03-22,DELIVERED
2474,781,2024-08-26,DELIVERED
2475,350,2022-02-10,DELIVERED
2476,1676,2024-01-13,RETURNED
2477,1198,2023-01-08,DELIVERED
2478,41,2024-10-04,RETURNED
2479,1161,2023-12-06,RETURNED
2480,175,2024-01-28,DELIVERED
2481,277,2023-09-07,DELIVERED
2482,1878,2022-11-03,DELIVERED
2483,1915,2023-02-08,RETURNED
2484,657,2023-08-22,CANCELLED
2485,1944,2022-06-20,DELIVERED
2486,1638,2024-10-10,DELIVERED
2487,1825,2024-05-05,RETURNED
2488,748,2023-06-02,DELIVERED
2489,574,2024-12-01,RETURNED
2490,49,2024-09-29,DELIVERED
2491,342,2022-04-17,DELIVERED
2492,1435,2023-09-20,DELIVERED
2493,887,2023-11-23,DELIVERED
2494,1536,2024-07-27,DELIVERED
2495,682,2022-03-06,DELIVERED
2496,1898,2022-01-22,CANCELLED
2497,40,2023-09-12,DELIVERED
2498,1853,2024-08-20,DELIVERED
2499,74,2023-07-08,DELIVERED
2500,688,2024-01-22,CANCELLED
2501,1749,2024-05-19,DELIVERED
2502,701,2022-09-29,RETURNED
2503,1473,2023-06-20,DELIVERED
2504,1002,2023-07-31,DELIVERED
2505,1871,2024-07-10,RETURNED
2506,174,2023-10-15,RETURNED
2507,1835,2022-08-21,DELIVERED
2508,264,2022-08-08,DELIVERED
2509,363,2024-02-04,DELIVERED
2510,1172,2023-05-01,CANCELLED
2511,1769,2022-06-04,DELIVERED
2512,28,2023-11-30,RETURNED
2513,1265,2022-05-25,DELIVERED
2514,1283,2024-08-01,DELIVERED
2515,678,2022-08-05,DELIVERED
2516,116,2022-10-12,DELIVERED
2517,1528,2022-06-16,DELIVERED
2518,1471,2022-07-07,DELIVERED
2519,1622,2023-04-23,DELIVERED
2520,1469,2022-06-12,DELIVERED
2521,1281,2024-12-20,DELIVERED
2522,1675,2023-02-09,CANCELLED
2523,1015,2023-01-17,DELIVERED
2524,1499,2022-05-06,DELIVERED
2525,1040,2022-01-13,DELIVERED
2526,1996,2023-02-09,DELIVERED
2527,1799,2023-01-23,DELIVERED
2528,1440,2022-06-05,DELIVERED
2529,1738,2023-10-21,CANCELLED
2530,467,2022-11-29,DELIVERED
2531,1713,2023-08-31,DELIVERED
2532,1038,2023-08-08,DELIVERED
2533,514,2023-12-08,CANCELLED
2534,1087,2022-01-15,DELIVERED
2535,1983,2023-05-31,DELIVERED
2536,331,2022-05-13,DELIVERED
2537,1012,2023-12-06,RETURNED
2538,124,2024-05-30,DELIVERED
2539,1566,2024-07-02,DELIVERED
2540,1525,2022-06-30,DELIVERED
2541,1580,2024-01-11,DELIVERED
2542,1241,2022-05-15,DELIVERED
2543,1490,2023-10-16,DELIVERED
2544,1521,2024-09-10,DELIVERED
2545,615,2024-09-28,DELIVERED
2546,1526,2023-01-25,DELIVERED
2547,350,2022-03-29,DELIVERED
2548,840,2024-08-10,RETURNED
2549,665,2024-04-05,DELIVERED
2550,1842,2024-08-09,DELIVERED
2551,291,2024-02-29,DELIVERED
2552,51,2022-10-13,CANCELLED
2553,782,2022-11-02,DELIVERED
2554,29,2024-06-08,CANCELLED
2555,1356,2022-12-20,DELIVERED
2556,1938,2023-01-12,DELIVERED
2557,34,2024-03-12,DELIVERED
2558,555,2023-11-22,DELIVERED
2559,1019,2024-03-14,DELIVERED
2560,1700,2023-07-23,DELIVERED
2561,997,2024-10-19,DELIVERED
2562,1941,2022-11-24,DELIVERED
2563,1364,2022-05-03,DELIVERED
2564,218,2022-05-18,RETURNED
2565,1446,2024-09-03,DELIVERED
2566,290,2023-04-27,DELIVERED
2567,1013,2023-03-20,DELIVERED
2568,27,2023-09-23,DELIVERED
2569,694,2023-09-29,DELIVERED
2570,879,2022-09-07,DELIVERED
2571,1085,2023-08-01,DELIVERED
2572,765,2022-09-20,DELIVERED
2573,1988,2024-08-27,DELIVERED
2574,916,2024-01-28,DELIVERED
2575,429,2023-10-31,DELIVERED
2576,1864,2023-10-03,DELIVERED
2577,1847,2024-09-02,CANCELLED
2578,1137,2023-11-29,DELIVERED
2579,679,2023-02-03,RETURNED
2580,1978,2023-10-22,CANCELLED
2581,1173,2023-04-14,CANCELLED
2582,1249,2023-05-01,CANCELLED
2583,511,2024-09-27,DELIVERED
2584,1824,2022-02-09,DELIVERED
2585,1804,2022-07-15,DELIVERED
2586,304,2023-10-21,DELIVERED
2587,1006,2024-08-05,DELIVERED
2588,1825,2023-06-29,DELIVERED
2589,798,2023-01-31,CANCELLED
2590,566,2022-10-21,DELIVERED
2591,1593,2022-05-01,DELIVERED
2592,458,2022-01-07,DELIVERED
2593,1690,2024-09-15,DELIVERED
2594,1605,2023-07-13,RETURNED
2595,993,2023-10-06,DELIVERED
2596,1099,2023-02-14,CANCELLED
2597,1323,2023-01-21,RETURNED
2598,1224,2022-09-04,DELIVERED
2599,125,2023-02-04,DELIVERED
2600,1033,2023-08-02,DELIVERED
2601,771,2024-05-16,CANCELLED
2602,1747,2022-01-23,DELIVERED
2603,419,2022-10-23,DELIVERED
2604,60,2024-05-13,DELIVERED
2605,953,2022-10-30,DELIVERED
2606,783,2022-11-18,DELIVERED
2607,1554,2023-10-06,DELIVERED
2608,561,2024-07-22,DELIVERED
2609,1447,2024-07-17,DELIVERED
2610,1202,2022-09-21,DELIVERED
2611,35,2022-09-11,DELIVERED
2612,669,2024-09-04,DELIVERED
2613,646,2024-02-08,DELIVERED
2614,1288,2024-06-08,DELIVERED
2615,811,2022-12-31,DELIVERED
2616,1713,2022-03-12,DELIVERED
2617,664,2022-03-22,RETURNED
2618,115,2022-09-28,DELIVERED
2619,1899,2022-05-20,DELIVERED
2620,210,2024-12-06,DELIVERED
2621,1462,2023-04-27,DELIVERED
2622,738,2024-01-02,DELIVERED
2623,846,2023-12-05,CANCELLED
2624,1009,2024-03-31,DELIVERED
2625,1075,2024-05-02,DELIVERED
2626,811,2022-11-14,DELIVERED
2627,184,2023-03-01,DELIVERED
2628,237,2023-06-19,DELIVERED
2629,116,2022-02-19,DELIVERED
2630,1727,2023-04-07,DELIVERED
2631,87,2023-03-25,CANCELLED
2632,1946,2022-11-09,RETURNED
2633,282,2024-10-22,DELIVERED
2634,794,2024-03-21,DELIVERED
2635,1568,2023-08-17,DELIVERED
2636,1372,2024-04-29,DELIVERED
2637,83,2023-02-14,DELIVERED
2638,428,2023-04-16,DELIVERED
2639,15,2023-12-17,CANCELLED
2640,1192,2024-01-24,DELIVERED
2641,1698,2022-12-03,DELIVERED
2642,312,2022-01-16,RETURNED
2643,1525,2023-07-31,DELIVERED
2644,767,2024-11-12,DELIVERED
2645,1710,2023-02-17,CANCELLED
2646,525,2023-11-17,DELIVERED
2647,1839,2023-06-18,DELIVERED
2648,1333,2023-08-08,DELIVERED
2649,913,2024-11-14,CANCELLED
2650,420,2023-01-14,DELIVERED
2651,794,2022-08-07,CANCELLED
2652,1791,2023-02-26,DELIVERED
2653,1168,2023-09-04,CANCELLED
2654,1381,2023-03-15,RETURNED
2655,1675,2023-09-14,DELIVERED
2656,112,2023-04-16,DELIVERED
